object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_artist,_place_of_origin,_style,_department,_technique,_image_id,_classification,_image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en,aligned_museum,aligned_period,aligned_type,aligned_material
88202,牡丹盖罐,明朝（1368-1644），16世纪,,法华瓷器；带釉下模压装饰和蓝色、紫色和白色釉料的石器，木制,,16.1 × 17.5 cm (6 5/16 × 6 7/8 in.); Diam.: 17.5 cm (6 7/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/88202,"https://www.artic.edu/iiif/2/d877f771-ebb8-bfef-6af0-7b18584ab4d0/full/843,/0/default.jpg",,凯特·S·白金汉遗赠,,2026-05-27,明朝（1368-1644）,未知,炻器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,d877f771-ebb8-bfef-6af0-7b18584ab4d0,,,False,Jar with Peonies and lid,"Ming dynasty (1368–1644), 16th century",,"Fahua ware; stoneware with underglaze molded decoration and blue, purple, and white glazes, wood",,Chinese,Bequest of Kate S. Buckingham,Ming dynasty (1368-1644),Unknown,Stoneware,Art Institute of Chicago,Ming dynasty (c. 1368),未知,炻器
45424,花园里牡丹、石榴和宫廷人物的烧杯花瓶,清朝（1644-1911），19世纪,,釉下蓝和釉上彩瓷器,,41 × 19.7 cm (16 1/8 × 7 3/4 in.); Diam.: 19.7 cm (7 3/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/45424,"https://www.artic.edu/iiif/2/02190716-9d0a-7ee7-b29c-0eba199cc0f6/full/843,/0/default.jpg",,约瑟夫·L·瓦伦丁夫人的礼物,,2026-05-27,清朝（1644-1912）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,02190716-9d0a-7ee7-b29c-0eba199cc0f6,,,False,"Beaker Vase with Peonies, Pomegranates, and Court Figures in a Garden","Qing dynasty (1644–1911), 19th century",,Porcelain painted in underglaze blue and overglaze enamels,,Chinese,Gift of Mrs. Joseph L. Valentine,Qing dynasty (1644-1912),Unknown,Porcelain,Art Institute of Chicago,Qing dynasty (c. 1644),未知,瓷
70238,玉饰品,东周王朝，约公元前770年至公元前256年。,,翡翠,,8 × 1.8 × 0.7 cm (3 1/8 × 11/16 × 1/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/70238,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,东周王朝（公元前770-256年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,True,Jade Ornament,"Eastern Zhou dynasty, c.770–256 B.C.
5th century B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Eastern Zhou dynasty (770-256 BCE),Unknown,Jade,Art Institute of Chicago,Tang dynasty (c. 770),未知,翡翠
195395,大象形状的Joss棒架，拿着一个带瓣的花瓶,元朝（1271-1368）,,青白瓷；釉瓷,,9.6 × 4.3 × 9.5 cm (3 3/4 × 1 11/16 × 3 3/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/195395,"https://www.artic.edu/iiif/2/4ee4c740-df0c-66c5-5634-d18cb6698d5c/full/843,/0/default.jpg",,多萝西·布劳德·埃丁堡赠送给哈里·B和贝西·K·布劳德纪念馆的礼物,,2026-05-27,元朝（1271-1368）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,4ee4c740-df0c-66c5-5634-d18cb6698d5c,,,False,Joss-Stick Holder in the Form of an Elephant Holding a Lobed Vase,Yuan dynasty (1271–1368),,Qingbai ware; glazed porcelain,,Chinese,Gift of Dorothy Braude Edinburg to the Harry B. and Bessie K. Braude Memorial Collection,Yuan dynasty (1271-1368),Unknown,Porcelain,Art Institute of Chicago,Yuan dynasty (c. 1271),未知,瓷
17769,第五十四巷,1943,,奶油色中国纸上的黑色石版画,,Image: 23 × 27.3 cm (9 1/16 × 10 3/4 in.); Stone: 24.6 × 29.5 cm (9 11/16 × 11 5/8 in.); Sheet: 35.5 × 34.8 cm (14 × 13 3/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/17769,"https://www.artic.edu/iiif/2/3f46ff77-5c4f-f34c-e666-0b761cdf8e93/full/843,/0/default.jpg",,Hedwig B.Schniewind的遗赠,,2026-05-27,1943,未知,奶油色中国纸上的黑色石版画,未知,0.8,"Eleanor Coen
American, 1916-2010",United States,,Prints and Drawings,,3f46ff77-5c4f-f34c-e666-0b761cdf8e93,,,False,Fifty-Fourth Place Alley,1943,,Lithograph in black on cream China paper,,Unknown,Bequest of Hedwig B. Schniewind,1943,Unknown,Lithograph in black on cream China paper,Art Institute of Chicago,Qing dynasty (c. 1943),未知,油
49616,雨天，巴黎,未注明日期,,灰色中国纸上的黑色石版画,,Image: 27.7 × 20.3 cm (10 15/16 × 8 in.); Sheet: 41.3 × 32.5 cm (16 5/16 × 12 13/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/49616,"https://www.artic.edu/iiif/2/a3642b73-c16b-c70a-30c9-b89fe8c317ce/full/843,/0/default.jpg",,查尔斯·迪林收藏,,2026-05-27,未注明日期,未知,灰色中国纸上的黑色石版画,未知,0.8,"Attributed to Théophile-Alexandre Steinlen
French, born Switzerland, 1859-1923",France,,Prints and Drawings,,a3642b73-c16b-c70a-30c9-b89fe8c317ce,,,False,"Rainy Day, Paris",n.d.,,Lithograph in black on gray China paper,,Unknown,The Charles Deering Collection,n.d.,Unknown,Lithograph in black on gray China paper,Art Institute of Chicago,未注明日期,未知,纸
79310,在晴朗的秋日天空下拔桨晴秋涉櫂圖,明朝（1368-1644）；约1545年,,悬挂卷轴；纸本水墨设色,,105.8 × 31.1 cm (41 5/8 × 17 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/79310,"https://www.artic.edu/iiif/2/87565374-6bad-9892-7f4f-cf3fa9e8486d/full/843,/0/default.jpg",,W.L.米德基金,,2026-05-27,明朝（1368-1644）,未知,悬挂卷轴；纸本水墨设色,中文,0.8,"Lu Zhi 陸治 (Chinese, 1496-1576)",China,Chinese (culture or style),Arts of Asia,,87565374-6bad-9892-7f4f-cf3fa9e8486d,,,False,Pulling Oars under Clearing Autumn Skies 晴秋涉櫂圖,Ming dynasty (1368–1644); c. 1545,,Hanging scroll; ink and color on paper,,Chinese,W. L. Mead Fund,Ming dynasty (1368-1644),Unknown,Hanging scroll; ink and color on paper,Art Institute of Chicago,Ming dynasty (c. 1368),未知,水墨
45912,宣传旋风,1930/39年，1942年印刷,,灰色象牙瓷纸上的黑色Linocut,,Image: 18.8 × 13.1 cm (7 7/16 × 5 3/16 in.); Sheet: 24.4 × 20.2 cm (9 5/8 × 8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/45912,"https://www.artic.edu/iiif/2/b782a2c3-81f9-0f8e-a4ef-e316ebd2e5ea/full/843,/0/default.jpg",,约瑟夫·布鲁克斯博览会收藏,,2026-05-27,1930/39年，1942年印刷,未知,象牙,未知,0.8,"Leopoldo Méndez
Mexican, 1902-1969",Mexico,,Prints and Drawings,,b782a2c3-81f9-0f8e-a4ef-e316ebd2e5ea,,,False,Whirlwind of Propaganda,"1930/39, printed 1942",,Linocut in black on grayish-ivory China paper,,Unknown,The Joseph Brooks Fair Collection,"1930/39, printed 1942",Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1930),未知,象牙
149892,《中国二十四孝》系列中的老来子,约1848/50年,,彩色木版画；出版,,25.2 × 17.8 cm (9 15/16 × 7 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/149892,"https://www.artic.edu/iiif/2/68a7dcf8-96c2-36f6-2b20-bff67283d0ea/full/843,/0/default.jpg",,玛丽·爱丽丝·梅泽尔的礼物,,2026-05-27,约1848/50年,未知,木头,日语,0.8,"Utagawa Kuniyoshi
Japanese, 1797-1861",Japan,Japanese (culture or style),Arts of Asia,,68a7dcf8-96c2-36f6-2b20-bff67283d0ea,,,False,"Lao Laizi (Ro Raishi), from the series ""Twenty-four Paragons of Filial Piety in China (Morokoshi nijushiko)""",c. 1848/50,,Color woodblock print; chuban,,Japanese,Gift of Mary Alice Metzger,c. 1848/50,Unknown,Wood,Art Institute of Chicago,Qing dynasty (c. 1848),未知,木头
14441,魏斯林根被戈茨手下袭击,1836,,白色编织纸上的白色中国纸上的黑色石版画,,Image: 37 × 30 cm (14 5/8 × 11 13/16 in.); Sheet: 47.5 × 34.7 cm (18 3/4 × 13 11/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/14441,"https://www.artic.edu/iiif/2/fad17207-5ff9-f788-0787-86309dcbf8f9/full/843,/0/default.jpg",,克拉伦斯·白金汉收藏,,2026-05-27,1836,未知,白色编织纸上的白色中国纸上的黑色石版画,未知,0.8,"Eugène Delacroix
French, 1798-1863",France,,Prints and Drawings,,fad17207-5ff9-f788-0787-86309dcbf8f9,,,False,Weislingen Attacked by Götz's Men,1836,,Lithograph in black on white China paper laid down on white wove paper,,Unknown,Clarence Buckingham Collection,1836,Unknown,Lithograph in black on white China paper laid down on white wove paper,Art Institute of Chicago,Qing dynasty (c. 1836),未知,纸
135794,牧羊女的签名片段,未注明日期,,黑色木刻在棕褐色编织的中国纸上，放在白色的日本铰链纸上,,Image: 1.2 × 3.3 cm (1/2 × 1 5/16 in.); Primary support: 1.5 × 3.3 cm (5/8 × 1 5/16 in.); Secondary support: 2.8 × 4.4 cm (1 1/8 × 1 3/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/135794,"https://www.artic.edu/iiif/2/d79d7a1a-9453-dd82-631a-b789b4b0f17d/full/843,/0/default.jpg",,爱丽丝·布朗为纪念赛勒斯·霍尔·麦考密克而赠送的礼物,,2026-05-27,未注明日期,未知,木头,未知,0.8,"Jean François Millet (French, 1814-1875)
printed by Jean-Baptiste Millet (French, 1831-1906)",France,,Prints and Drawings,,d79d7a1a-9453-dd82-631a-b789b4b0f17d,,,False,Signature Fragment from the Shepherdess,n.d.,,Woodcut in black on tan wove China paper laid down on white Japanese hinge paper,,Unknown,Gift of Alice H. Brown in memory of Cyrus Hall McCormick,n.d.,Unknown,Wood,Art Institute of Chicago,未注明日期,未知,木头
69152,戴动物面具的戒指,公元前两千年新石器时代。,,翡翠,,3.1 × 2.7 × 2.1 cm (1 1/4 × 1 1/16 × 13/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/69152,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,新石器时代,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,False,Ring with Animal Mask,"Neolithic period, 2nd millennium B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Neolithic period,Unknown,Jade,Art Institute of Chicago,新石器时代,未知,翡翠
82306,粉红色构图（玫瑰色构图）,1951,,布面油画,,Without frame: 87 × 114.3 cm (34 5/16 × 45 in.); 87.7 × 114.3 cm (34 1/2 × 45 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/82306,"https://www.artic.edu/iiif/2/28789d64-9012-0b86-782a-cdb6e847ba84/full/843,/0/default.jpg",,詹姆斯·W·阿尔斯多夫的礼物,,2026-05-27,1951,未知,布面油画,未知,0.8,"Zao Wou-Ki
French, born China, 1921-2013",France,,Contemporary Art,,28789d64-9012-0b86-782a-cdb6e847ba84,,,False,Pink Composition (Composition en rose),1951,,Oil on canvas,,Unknown,Gift of James W. Alsdorf,1951,Unknown,Oil on canvas,Art Institute of Chicago,Qing dynasty (c. 1951),未知,油
42460,苹果绿釉花瓶（美萍）,清朝（1644-1911）,,绿色裂纹釉瓷器,,16.7 × 10.6 cm (6 9/16 × 4 3/16 in.); Diam.: 10.6 cm (4 3/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/42460,"https://www.artic.edu/iiif/2/fcf47c80-c829-5b4b-54f5-b2afd4d9ec80/full/843,/0/default.jpg",,亨利·C·施瓦布的遗赠,,2026-05-27,清朝（1644-1912）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,fcf47c80-c829-5b4b-54f5-b2afd4d9ec80,,,False,Apple Green-Glazed Vase (Meiping),Qing dynasty (1644–1911),,Porcelain with green crackled glaze,,Chinese,Bequest of Henry C. Schwab,Qing dynasty (1644-1912),Unknown,Porcelain,Art Institute of Chicago,Qing dynasty (c. 1644),未知,瓷
21616,球状碗,隋朝（581-618）或唐朝（618-907），7世纪初,,粗釉陶,,11.3 × 18.1 cm (4 7/16 × 7 1/8 in.); Diam.: 18.1 cm (7 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/21616,"https://www.artic.edu/iiif/2/3c063fcf-d122-c000-7724-193ec842bd02/full/843,/0/default.jpg",,拉塞尔·泰森的遗赠,,2026-05-27,唐朝（618-907）,未知,炻器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,3c063fcf-d122-c000-7724-193ec842bd02,,,False,Globular Bowl,"Sui (581–618) or Tang dynasty (618–907), early 7th century",,Glazed stoneware,,Chinese,Bequest of Russell Tyson,Tang dynasty (618-907),Unknown,Stoneware,Art Institute of Chicago,Tang dynasty (c. 618),未知,炻器
68700,带刺和切线箭头,商朝（约公元前1600-1046年）,,翡翠,,6.1 × 3.5 × 0.4 cm (2 3/8 × 1 3/8 × 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/68700,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,商朝（约公元前1600-1046年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,True,Barbed and Tanged Arrowhead,Shang dynasty (c. 1600–1046 B.C.),,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Shang dynasty (c. 1600-1046 BCE),Unknown,Jade,Art Institute of Chicago,Ming dynasty (c. 1600),未知,翡翠
69625,斧,新石器时代，可能是良渚文化，约公元前3000-2000年。,,翡翠,,13 × 8.2 × 0.3 cm (5 1/8 × 3 1/4 × 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/69625,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,新石器时代,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,True,Axe,"Neolithic period, probably Liangzhu culture, c. 3000–2000 B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Neolithic period,Unknown,Jade,Art Institute of Chicago,新石器时代,未知,翡翠
202971,高脚杯,二里岗时期或商朝早期，公元前16世纪/公元前15世纪中叶,,青铜,,21.1 × 11.2 cm (8 5/8 × 4 3/8 in.); Diam.: 11.2 cm (4 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/202971,"https://www.artic.edu/iiif/2/3e7ba4bd-9d51-6b4b-05ac-871354928429/full/843,/0/default.jpg",,凯瑟琳和范的礼物,,2026-05-27,商朝（约公元前1600-1046年）,未知,青铜,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,3e7ba4bd-9d51-6b4b-05ac-871354928429,,,True,Goblet,"Erligang period or Early Shang dynasty, 16th/mid–15th centry BC",,Bronze,,Chinese,Gift of Katherine and George Fan,Shang dynasty (c. 1600-1046 BCE),Unknown,Bronze,Art Institute of Chicago,Ming dynasty (c. 1600),未知,青铜
11032,面具与面孔,1857–58,,浅灰色中国纸上的黑色石版画，放在象牙编织纸上,,Image: 20.2 × 16 cm (8 × 6 5/16 in.); Chine: 22.9 × 18.9 cm (9 1/16 × 7 1/2 in.); Sheet: 38.9 × 20.5 cm (15 3/8 × 8 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/11032,"https://www.artic.edu/iiif/2/9c9b4c32-329b-2468-d72a-1ca2b5fa7f57/full/843,/0/default.jpg",,版画和绘画俱乐部的礼物,,2026-05-27,1857–58,未知,象牙,未知,0.8,"Paul Gavarni
French, 1804-1866",France,,Prints and Drawings,,9c9b4c32-329b-2468-d72a-1ca2b5fa7f57,,,False,Masks and faces,1857–58,,"Lithograph in black on light gray China paper, laid down on ivory wove paper",,Unknown,Gift of the Print and Drawing Club,1857–58,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1857),未知,象牙
7816,有盖茶壶,1790–1800,,硬质釉瓷，带有彩色瓷釉和镀金,,15.2 × 24.1 × 13.3 cm (6 × 9 1/2 × 5 1/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/7816,"https://www.artic.edu/iiif/2/cc397bd2-bc65-269a-ea89-c8504817d330/full/843,/0/default.jpg",,弗雷德里克·S·科尔伯恩的遗赠,,2026-05-27,清朝（1790-1800）,未知,瓷,中文,0.8,"Artist unknown (Chinese, made for the American market)
China",China,chinese export,Arts of the Americas,,cc397bd2-bc65-269a-ea89-c8504817d330,,,False,Teapot with Cover,1790–1800,,"Hard-paste porcelain, glaze, with enamels in colors, and gilding",,Chinese,Bequest of Frederick S. Colburn,Qing dynasty (1790-1800),Unknown,Porcelain,Art Institute of Chicago,Qing dynasty (c. 1790),未知,瓷
42417,栏杆形花瓶,清朝（1644-1911）,,镜面黑釉瓷器,,10.7 × 21.7 cm (4 3/16 × 8 9/16 in.); Diam.: 21.7 cm (8 9/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/42417,"https://www.artic.edu/iiif/2/02894c9a-8e81-63ff-2321-4b0aaf4463d1/full/843,/0/default.jpg",,亨利·C·施瓦布的遗赠,,2026-05-27,清朝（1644-1912）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,02894c9a-8e81-63ff-2321-4b0aaf4463d1,,,False,Baluster-Shaped Vase,Qing dynasty (1644–1911),,Porcelain with mirror-black glaze,,Chinese,Bequest of Henry C. Schwab,Qing dynasty (1644-1912),Unknown,Porcelain,Art Institute of Chicago,Qing dynasty (c. 1644),未知,瓷
41882,蓝底黄釉“龙”菜,清朝（1644-1911），乾隆统治时期（1736-1795）,,釉下蓝釉上黄釉装饰瓷器,,4.2 × 25 cm (1 5/8 × 9 13/16 in.); Diam.: 25 cm (9 13/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/41882,"https://www.artic.edu/iiif/2/299472e4-6985-47fe-33a6-eb23e88102f2/full/843,/0/default.jpg",,亨利·C·施瓦布的遗赠,,2026-05-27,清朝（1644-1912）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,299472e4-6985-47fe-33a6-eb23e88102f2,,,False,Blue-Ground Yellow-Enameled 'Dragon' Dish,"Qing dynasty (1644–1911), Qianlong reign mark and period (1736–1795)",,Porcelain with underglaze blue and overglaze yellow enamel decoration,,Chinese,Bequest of Henry C. Schwab,Qing dynasty (1644-1912),Unknown,Porcelain,Art Institute of Chicago,Qing dynasty (c. 1644),未知,瓷
69312,蟾蜍吊坠,商朝或西周时期，公元前13/10世纪。,,翡翠,,3.3 × 3.6 × 0.5 cm (1 5/16 × 1 3/8 × 3/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/69312,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,汉朝（公元前206年-公元220年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,False,Toad Pendant,"Shang or Western Zhou period, 13th/10th century B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Han dynasty (206 BCE-220 CE),Unknown,Jade,Art Institute of Chicago,汉朝（公元前206年-公元220年）,未知,翡翠
70606,带圆角的方形圆盘,新石器时代，红山文化，约公元前3000年。,,翡翠,,13.3 × 13.3 × 0.4 cm (5 1/4 × 5 1/4 × 3/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/70606,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,汉朝（公元前206年-公元220年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,False,Squarish Disk with Rounded Corners,"Neolithic period, Hongshan culture, c. 3000 B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Han dynasty (206 BCE-220 CE),Unknown,Jade,Art Institute of Chicago,汉朝（公元前206年-公元220年）,未知,翡翠
73224,服装挂钩（代购）,东周战国时期（公元前480-221年），公元前3世纪/2世纪。,,镶嵌金银的青铜,,H.: 22.2 cm (8 3/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/73224,"https://www.artic.edu/iiif/2/3dd14711-2752-5f89-8b89-ca4bf1e5a340/full/843,/0/default.jpg",,拉塞尔·泰森的礼物,,2026-05-27,东周王朝（公元前770-256年）,未知,青铜,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,3dd14711-2752-5f89-8b89-ca4bf1e5a340,,,True,Garment Hook (Daigou),"Eastern Zhou dynasty, Warring States period (480–221 B.C.), 3rd/2nd century B.C.",,Bronze inlaid with gold and silver,,Chinese,Gift of Russell Tyson,Eastern Zhou dynasty (770-256 BCE),Unknown,Bronze,Art Institute of Chicago,Tang dynasty (c. 770),未知,青铜
