object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_culture,_findspot,_object_name_detail,_image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en,_plant_name,_collection,_source,_sourceId,_sourceType,_url,_imageUrl,_accessionNumber,_onView,_classification,_startYear,_dates,_endYear,_artist,_place_of_origin,_style,_department,_technique,_image_id,_category,_dynasty,_reign,_object_date,_country,_region,_artist_bio,_artist_nationality,_image_small,_accession_year,_is_public_domain,_displayculture,_displaydate,_displayperiod,_objectnumber,_medium_detail,image_valid,aligned_museum,museum_location,aligned_period,period_era,aligned_type,type_category,type_subcategory,aligned_material,material_category
69961,纽约展馆,1958年6月8日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69961,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04924,,,x1980-3368,2026-05-27,1958年6月8日,未知,明胶银,未知,0.65,,,,,False,"Pavilion, New York","June 8, 1958",,Gelatin silver print,,Unknown,,"June 8, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"June 8, 1958",,x1980-3368,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
69960,纽约展馆,1958年6月2日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69960,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04926,,,x1980-3363,2026-05-27,1958年6月2日,未知,明胶银,未知,0.65,,,,,False,"Pavilion, New York","June 2, 1958",,Gelatin silver print,,Unknown,,"June 2, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"June 2, 1958",,x1980-3363,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
69957,罗切斯特联合北街76号,1958年2月20日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69957,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04931,,,x1980-3360,2026-05-27,1958年2月20日,未知,明胶银,未知,0.65,,,,,False,"76 N. Union Street, Rochester","February 20, 1958",,Gelatin silver print,,Unknown,,"February 20, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"February 20, 1958",,x1980-3360,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
69954,罗切斯特联合街,1958年2月20日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69954,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04935,,,x1980-3356,2026-05-27,1958年2月20日,未知,明胶银,未知,0.65,,,,,False,"Union Street, Rochester","February 20, 1958",,Gelatin silver print,,Unknown,,"February 20, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"February 20, 1958",,x1980-3356,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
69953,快门和雪（罗切斯特门罗大道和联合街附近）,1958年2月20日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69953,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04940,,,x1980-3354,2026-05-27,1958年2月20日,未知,明胶银,未知,0.65,,,,,False,"Shutter and Snow (Vicinity of Monroe Avenue and Union Street, Rochester)","February 20, 1958",,Gelatin silver print,,Unknown,,"February 20, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"February 20, 1958",,x1980-3354,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
69952,罗切斯特门罗大道和联合街附近,1958年2月19日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69952,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04937,,,x1980-3353,2026-05-27,1958年2月19日,未知,明胶银,未知,0.65,,,,,False,"Vicinity of Monroe Avenue and Union Street, Rochester","February 19, 1958",,Gelatin silver print,,Unknown,,"February 19, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"February 19, 1958",,x1980-3353,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
69951,罗切斯特门罗大道和联合街附近,1958年2月19日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69951,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04939,,,x1980-3352,2026-05-27,1958年2月19日,未知,明胶银,未知,0.65,,,,,False,"Vicinity of Monroe Avenue and Union Street, Rochester","February 19, 1958",,Gelatin silver print,,Unknown,,"February 19, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"February 19, 1958",,x1980-3352,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
69931,罗切斯特东大街和联合街附近,1958年2月19日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69931,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04882,,,x1980-3349,2026-05-27,1958年2月19日,未知,明胶银,未知,0.65,,,,,False,"Vicinity of East Avenue and Union Street, Rochester","February 19, 1958",,Gelatin silver print,,Unknown,,"February 19, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"February 19, 1958",,x1980-3349,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
69921,William LaRue，国会礁，犹他州,1961年9月4日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69921,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04862,,,x1980-3847,2026-05-27,1961年9月4日,未知,明胶银,未知,0.65,,,,,False,"William LaRue, Capitol Reef, Utah","September 4, 1961",,Gelatin silver print,,Unknown,,"September 4, 1961",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"September 4, 1961",,x1980-3847,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1961),Unknown,未知,Unknown,Unknown,银,Metal
69915,子弹洞（犹他州国会礁国家公园中峡谷）,1961年7月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69915,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04857,,,x1980-3827,2026-05-27,1961年7月,未知,明胶银,未知,0.65,,,,,False,"Bullet Holes (Middle Canyon, Capitol Reef National Park, Utah)",July 1961,,Gelatin silver print,,Unknown,,July 1961,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 1961,,x1980-3827,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1961),Unknown,未知,Unknown,Unknown,银,Metal
69910,俄勒冈州米尔斯角,1961-1962,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69910,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04874,,,x1980-3857,2026-05-27,清朝（1961-1962）,未知,明胶银,未知,0.65,,,,,False,"Cape Meares, Oregon",1961-1962,,Gelatin silver print,,Unknown,,Qing dynasty (1961-1962),Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961-1962,,x1980-3857,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1961),Unknown,未知,Unknown,Unknown,银,Metal
69905,犹他州国会礁国家公园公路峡谷,1961年7月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69905,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04844,,,x1980-3810,2026-05-27,1961年7月,未知,明胶银,未知,0.65,,,,,False,"Highway Canyon, Capitol Reef National Park, Utah",July 1961,,Gelatin silver print,,Unknown,,July 1961,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 1961,,x1980-3810,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1961),Unknown,未知,Unknown,Unknown,银,Metal
69901,溺水牛头怪（犹他州国会礁城堡岩附近）,1961年7月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69901,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04839,,,x1980-3798,2026-05-27,1961年7月,未知,明胶银,未知,0.65,,,,,False,"Drowned Minotaur (Vicinity of Castle Rock, Capitol Reef, Utah)",July 1961,,Gelatin silver print,,Unknown,,July 1961,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 1961,,x1980-3798,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1961),Unknown,未知,Unknown,Unknown,银,Metal
69896,Honeoye Falls，纽约,1961年3月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69896,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04833,,,x1980-3785,2026-05-27,1961年3月,未知,明胶银,未知,0.65,,,,,False,"Honeoye Falls, New York",March 1961,,Gelatin silver print,,Unknown,,March 1961,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,March 1961,,x1980-3785,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1961),Unknown,未知,Unknown,Unknown,银,Metal
69895,Honeoye Falls，纽约,1961年3月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69895,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04831,,,x1980-3784,2026-05-27,1961年3月,未知,明胶银,未知,0.65,,,,,False,"Honeoye Falls, New York",March 1961,,Gelatin silver print,,Unknown,,March 1961,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,March 1961,,x1980-3784,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1961),Unknown,未知,Unknown,Unknown,银,Metal
69886,克利夫·迈尔斯，罗切斯特,1962,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69886,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04799,,,x1980-3961,2026-05-27,1962,未知,明胶银,未知,0.65,,,,,False,"Cliff Miles, Rochester",1962,,Gelatin silver print,,Unknown,,1962,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,,x1980-3961,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1962),Unknown,未知,Unknown,Unknown,银,Metal
69883,克利夫·迈尔斯，罗切斯特,1962,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69883,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04802,,,x1980-3958,2026-05-27,1962,未知,明胶银,未知,0.65,,,,,False,"Cliff Miles, Rochester",1962,,Gelatin silver print,,Unknown,,1962,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,,x1980-3958,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1962),Unknown,未知,Unknown,Unknown,银,Metal
69879,Drid Williams，国会礁国家公园，犹他州,1962,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69879,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04806,,,x1980-3937,2026-05-27,1962,未知,明胶银,未知,0.65,,,,,False,"Drid Williams, Capitol Reef National Park, Utah",1962,,Gelatin silver print,,Unknown,,1962,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,,x1980-3937,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1962),Unknown,未知,Unknown,Unknown,银,Metal
69871,魔鬼脊柱，库斯湾，俄勒冈州,1962年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69871,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04814,,,x1980-3904,2026-05-27,1962年9月,未知,明胶银,未知,0.65,,,,,False,"Devil's Spine, Coos Bay, Oregon",September 1962,,Gelatin silver print,,Unknown,,September 1962,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 1962,,x1980-3904,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1962),Unknown,未知,Unknown,Unknown,银,Metal
69866,沃尔特·查佩尔，罗切斯特,1957,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69866,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04791,,,x1980-3314,2026-05-27,1957,未知,明胶银,未知,0.65,,,,,False,"Walter Chappell, Rochester",1957,,Gelatin silver print,,Unknown,,1957,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957,,x1980-3314,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1957),Unknown,未知,Unknown,Unknown,银,Metal
69863,墓地和树（纽约Machias附近）,1957年12月11日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69863,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04771,,,x1980-3311,2026-05-27,1957年12月11日,未知,明胶银,未知,0.65,,,,,False,"Graveyard and Tree (Vicinity of Machias, New York)","December 11, 1957",,Gelatin silver print,,Unknown,,"December 11, 1957",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"December 11, 1957",,x1980-3311,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1957),Unknown,未知,Unknown,Unknown,银,Metal
69861,Machias附近，纽约,1957年12月11日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69861,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04785,,,x1980-3309,2026-05-27,1957年12月11日,未知,明胶银,未知,0.65,,,,,False,"Vicinity of Machias, New York","December 11, 1957",,Gelatin silver print,,Unknown,,"December 11, 1957",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"December 11, 1957",,x1980-3309,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1957),Unknown,未知,Unknown,Unknown,银,Metal
69849,三张脸（派克，纽约）,1957年10月29日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69849,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04737,,,x1980-3292,2026-05-27,1957年10月29日,未知,明胶银,未知,0.65,,,,,False,"Three Faces (Pike, New York)","October 29, 1957",,Gelatin silver print,,Unknown,,"October 29, 1957",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"October 29, 1957",,x1980-3292,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1957),Unknown,未知,Unknown,Unknown,银,Metal
69848,纽约州马其顿,1957年10月23日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69848,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04716,,,x1980-3288,2026-05-27,1957年10月23日,未知,明胶银,未知,0.65,,,,,False,"Macedon, New York","October 23, 1957",,Gelatin silver print,,Unknown,,"October 23, 1957",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"October 23, 1957",,x1980-3288,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1957),Unknown,未知,Unknown,Unknown,银,Metal
69835,纽约展馆,1957年5月31日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69835,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04726,,,x1980-3265,2026-05-27,1957年5月31日,未知,明胶银,未知,0.65,,,,,False,"Pavilion, New York","May 31, 1957",,Gelatin silver print,,Unknown,,"May 31, 1957",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 31, 1957",,x1980-3265,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1957),Unknown,未知,Unknown,Unknown,银,Metal
69819,纽约丹斯维尔附近,1955年11月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69819,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04535,,,x1980-3252,2026-05-27,1955年11月,未知,明胶银,未知,0.65,,,,,False,"Vicinity of Dansville, New York",November 1955,,Gelatin silver print,,Unknown,,November 1955,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 1955,,x1980-3252,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1955),Unknown,未知,Unknown,Unknown,银,Metal
69814,阿尔弗雷德附近，纽约,1955年11月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69814,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04540,,,x1980-3237,2026-05-27,1955年11月,未知,明胶银,未知,0.65,,,,,False,"Vicinity of Alfred, New York",November 1955,,Gelatin silver print,,Unknown,,November 1955,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 1955,,x1980-3237,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1955),Unknown,未知,Unknown,Unknown,银,Metal
69813,那不勒斯附近，纽约,1955年10月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69813,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04539,,,x1980-3236,2026-05-27,1955年10月,未知,明胶银,未知,0.65,,,,,False,"Vicinity of Naples, New York",October 1955,,Gelatin silver print,,Unknown,,October 1955,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 1955,,x1980-3236,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1955),Unknown,未知,Unknown,Unknown,银,Metal
